ano;nescolnome;ebairrnome;cescolrpae;anoensino;nturesnome;mat;alunosexo;situ;esitaldesc
2021;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;7018800;F;AP;APROVADO
2021;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;8019045;F;TA;TR DUR ANO P/REDE
2021;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;6090052;F;AP;APROVADO
2021;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;5187737;F;AP;APROVADO
2021;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;4155718;M;AP;APROVADO
2021;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;21676275;F;AP;APROVADO
2021;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;15723232;F;TA;TR DUR ANO P/REDE
2021;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;20019335;M;AP;APROVADO
2021;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;18152503;M;AP;APROVADO
2021;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;17115337;M;AP;APROVADO
2021;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;17004756;F;AP;APROVADO
2021;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;16732340;M;AP;APROVADO
2021;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;14102455;M;AP;APROVADO
2021;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;13157523;M;AP;APROVADO
2021;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;13148192;M;AP;APROVADO
2021;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;11681292;M;AP;APROVADO
2021;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;11679590;M;AP;APROVADO
2021;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;10214747;M;AP;APROVADO
2021;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;10166289;M;AP;APROVADO
2021;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;21666253;M;AP;APROVADO
2021;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;9068848;M;AP;APROVADO
2021;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;8028893;F;AP;APROVADO
2021;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;8029075;F;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;19661037;F;TR;TR DUR ANO FORA REDE
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;15112918;F;TR;TR DUR ANO FORA REDE
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;8017760;F;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;12120740;F;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;12118524;M;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;12118397;M;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;10077804;F;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;10077367;M;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;10006699;F;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;9181890;F;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;9013792;F;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;8019193;F;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;6284132;M;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;21684340;M;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;21677662;M;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;21629927;M;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;21173095;F;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;21121192;M;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;21109680;F;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;21018820;F;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;20671334;F;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;17114012;M;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;16803744;F;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;15108767;M;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;14159481;M;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;14022990;F;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;13279815;F;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;13259156;F;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;13100599;M;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;13100211;M;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;12170291;M;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;10240420;M;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;13097040;M;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;10077588;F;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;21677670;F;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;9305874;M;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;8310440;M;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;7353707;M;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;7012667;F;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;7011903;M;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;6195040;M;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;5018226;M;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;4469917;F;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;12885649;F;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;21137153;M;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;21129088;F;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;20673663;M;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;20673531;M;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;20032366;M;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;15717313;F;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;15713296;F;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;14107880;F;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;14056100;F;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;14042738;F;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;13126385;F;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;12170267;F;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;12168351;M;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;12120634;F;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;12118184;M;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;12116700;M;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;11626488;M;AP;APROVADO
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;19661010;F;TR;TR DUR ANO FORA REDE
2021;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;10255303;F;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;20755902;F;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;21176973;M;TR;TR DUR ANO FORA REDE
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;18085938;F;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;15711374;M;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;13154273;F;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;13075926;F;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;13073265;M;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;13023721;F;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;13017942;F;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;12882135;M;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;12174904;F;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;12037150;M;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;8083100;F;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;7103670;F;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;21088560;M;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;20688601;M;TA;TR DUR ANO P/REDE
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;20118562;M;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;18801196;F;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;18640583;F;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;7015046;M;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;12093920;F;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;10016198;M;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;20118457;F;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;20015348;M;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;19652348;M;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;18777520;F;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;18743447;M;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;17658640;M;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;17622093;M;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;16044312;M;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;15072479;F;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;14003317;F;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;13212052;F;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;13154486;M;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;12914924;M;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;12900257;M;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;11450029;M;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;7022093;F;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;7023812;F;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;7336349;M;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;10017399;F;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;12872253;F;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;13074652;M;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;14331861;F;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;15726860;M;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;16640489;M;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;17038430;F;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;17096553;M;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;17756308;M;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;18743463;F;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;20115849;F;AP;APROVADO
2021;ANTONIO HERACLIO DO REGO;AGUA FRIA;2;9º ANO;INTEGRAL;21680426;F;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;13098667;F;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;13129961;M;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;14101769;M;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;14228297;M;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;15685551;F;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;17007704;M;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;17069033;F;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;17745411;M;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;18022650;M;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;18644279;F;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;18694969;F;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;18695175;F;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;19882912;M;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;9041249;M;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;12871494;M;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;12891967;M;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;12989940;M;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;9004661;M;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;21098174;F;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;9200100;F;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;9303820;F;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;10013440;M;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;10036822;F;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;11365510;F;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;11467312;F;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;11468610;F;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;11469218;F;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;11474920;M;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;11475340;F;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;11492210;F;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;14062771;M;TR;TR DUR ANO FORA REDE
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;19882874;F;TR;TR DUR ANO FORA REDE
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;TARDE;12874507;F;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;TARDE;18064329;F;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;TARDE;18029639;M;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;TARDE;15784673;F;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;TARDE;21658382;F;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;TARDE;19916574;M;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;TARDE;19891423;M;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;TARDE;18694918;F;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;TARDE;18090168;M;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;TARDE;18088562;F;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;TARDE;18086799;F;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;TARDE;15014002;F;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;TARDE;14269759;M;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;TARDE;13029681;M;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;TARDE;12902772;F;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;TARDE;11475315;F;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;TARDE;11475196;M;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;TARDE;11468114;M;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;TARDE;11467410;M;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;TARDE;10278559;M;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;TARDE;9305556;M;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;TARDE;8091668;M;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;TARDE;8012741;M;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;TARDE;8012504;M;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;TARDE;7017006;F;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;TARDE;9005757;M;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;TARDE;11373849;F;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;TARDE;7011741;M;AP;APROVADO
2021;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;TARDE;6083617;F;AP;APROVADO
