ano;nescolnome;ebairrnome;cescolrpae;anoensino;nturesnome;mat;alunosexo;esitaldesc
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;15755274;M;TR DUR ANO P/REDE
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;14286068;F;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;5035864;M;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;12059293;M;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;13165470;M;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;16124219;M;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;12839019;F;TR DUR ANO P/REDE
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;8015929;F;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;5036267;F;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;5371694;F;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;5036437;F;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;5035910;F;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;16732375;M;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;6091989;M;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;10165436;F;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;14208725;M;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;14286483;M;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;8322244;M;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;16676157;F;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;15034836;M;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;14185024;M;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;15767620;M;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;6284191;M;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;15714950;M;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;7345763;M;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;14180944;F;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;13165496;F;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;5040647;F;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;15749690;F;TR DUR ANO P/REDE
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;6135056;M;REMANEJADO
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;6085865;F;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;5371686;F;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;11682434;F;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;13162870;F;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;8016801;F;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;12070734;M;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;15055094;M;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;14185059;F;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;10366547;M;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;17802806;M;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;16732383;M;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;9082565;M;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;5036232;M;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;12064211;M;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;14180901;F;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;5034434;M;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;10165762;M;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;15631559;M;REMANEJADO
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;3086020;F;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;5127793;F;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;3398188;M;RENV S/SIT FINAL DEF
2019;ANDRE DE MELO;ESTANCIA;5;9º ANO;TARDE;14208954;M;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;9201289;F;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;16028279;M;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;10073280;M;TR DUR ANO FORA REDE
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;7044402;M;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;6136133;F;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;5364485;F;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;11561238;M;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;13264591;F;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;5137497;F;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;16118413;M;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;17708702;F;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;2064502;M;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;6247008;M;REMANEJADO
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;9035150;F;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;8294275;M;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;6284825;F;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;9227415;F;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;8057630;F;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;8215146;F;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;9196803;M;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;9156810;F;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;17793432;M;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;16801334;F;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;9198156;M;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;8018782;M;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;16771052;F;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;9099603;M;TR DUR ANO FORA REDE
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;10073310;F;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;12024058;M;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;5063663;F;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;16115465;F;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;11561335;F;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;13233181;M;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;10278656;M;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;3421651;F;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;8294208;F;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;6130682;F;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;10099972;F;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;8301689;F;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;3288773;F;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;7294441;M;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;11751746;M;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;4177720;M;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;15728013;M;RENV S/SIT FINAL DEF
2019;ANTONIO FARIAS FILHO;SAN MARTIN;5;9º ANO;TARDE;6188265;M;APROVADO
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;6056148;M;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;16042697;F;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;8313342;M;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;7307993;F;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;15101096;F;TR DUR ANO FORA REDE
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;17725089;F;TR DUR ANO FORA REDE
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;10118845;F;DESIST/DEIXOU FREQUE
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;6059406;M;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;16038371;M;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;15044440;M;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;18685072;M;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;10087885;M;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;16638921;M;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;10023011;F;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;11730200;F;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;14043602;M;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;7327030;F;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;12904147;M;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;17670225;F;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;16088735;M;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;11511800;F;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;10122265;M;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;16639073;F;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;17723191;M;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;10119205;M;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;17732565;F;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;9120254;M;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;6070035;M;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;11562056;F;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;19614799;F;TR DUR ANO FORA REDE
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;11440546;M;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;10002600;M;TR DUR ANO FORA REDE
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;18741819;F;DESIST/DEIXOU FREQUE
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;8279985;M;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;9176608;F;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;14200821;M;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;8131740;F;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;8150559;M;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;10032894;F;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;16060440;F;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;5002494;M;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;16080599;M;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;8154945;M;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;11660619;M;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;17747813;F;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;9031707;M;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;10110038;F;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;9208577;M;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;8111219;F;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;6288820;F;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;8115753;M;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;18660355;M;RENV S/SIT FINAL DEF
2019;ANTONIO HERACLIO DO REGO;FUNDAO;2;9º ANO;INTEGRAL;7016638;F;TR DUR ANO FORA REDE
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;18736050;F;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;16131487;M;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;18797253;M;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;17022835;F;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;11473681;F;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;11473630;F;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;10136770;M;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;7011849;F;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;13130242;F;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;7011490;M;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;8012903;F;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;9188479;F;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;10036660;M;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;19889194;M;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;17057493;M;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;12884693;M;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;6116060;M;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;7015585;F;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;19912714;F;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;9088431;F;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;15682676;F;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;17616891;F;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;11473282;M;RENV S/SIT FINAL DEF
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;7198582;F;TR DUR ANO FORA REDE
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;14306999;F;TR DUR ANO FORA REDE
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;8135630;M;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;10099077;M;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;7011580;M;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;9090126;F;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;15055710;M;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;11467738;M;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;8329737;M;APROVADO
2019;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;CORREGO DO JENIPAPO;3;9º ANO;MANHÃ;9185992;F;APROVADO
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;16649486;F;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;11404043;F;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;11796510;M;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;11404698;M;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;15737462;M;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;11406933;F;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;11404620;F;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;11531061;F;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;17652707;F;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;9309349;F;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;11404329;M;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;7019483;M;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;7018711;F;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;12880922;M;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;9278486;F;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;15730123;M;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;15706311;F;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;17652545;M;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;12888079;M;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;7037180;F;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;7353065;F;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;19940718;M;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;9098607;M;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;19914830;F;TR DUR ANO FORA REDE
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;11407522;M;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;16691504;M;TR DUR ANO FORA REDE
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;5161452;F;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;11403098;M;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;16712595;M;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;10026398;M;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;9271813;F;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;16003705;M;RENV S/SIT FINAL DEF
2019;ARRAIAL NOVO DO BOM JESUS;TORROES;4;9º ANO;TARDE;9045562;F;RENV S/SIT FINAL DEF
